Voyage ID,Ship ID,Ship Name,Encounter Hex,Encounter Type,Damage Taken
1139,171,Gray Heart,Hex L14,Storm,5%
1139,171,Gray Heart,Hex N15,Harpies,0%
1140,42,Golden Swan,Hex N6,Sharks,0%
1140,42,Golden Swan,Hex O6,Merfolk,25%
1141,193,Golden Diamond,Hex P2,Iceberg,10%
1141,193,Golden Diamond,Hex O3,Kraken,40%
1141,193,Golden Diamond,Hex O3,Storm,7%
1141,193,Golden Diamond,Hex P4,Storm,7%
1141,193,Golden Diamond,Hex P5,Storm,20%
1142,134,Golden Tortoise,Hex P6,Storm,0%
1142,134,Golden Tortoise,Hex O4,Kraken,45%
1142,134,Golden Tortoise,Hex O4,Sharks,0%
1143,112,Golden Heart,Hex Q11,Kraken,45%
1144,125,Purple Duck,Hex N6,Storm,0%
1144,125,Purple Duck,Hex O6,Iceberg,10%
1144,125,Purple Duck,Hex P6,Iceberg,5%
1145,84,Silver Swan,Hex J5,Storm,0%
1145,84,Silver Swan,Hex H10,Kraken,7%
1145,84,Silver Swan,Hex H10,Sharks,0%
1146,194,Black Duck,Hex H4,Harpies,10%
1146,194,Black Duck,Hex H4,Reef,7%
1146,194,Black Duck,Hex G6,Kraken,7%
1146,194,Black Duck,Hex H5,Sharks,10%
1148,140,Saucy Falcon,Hex I6,Storm,30%
1148,140,Saucy Falcon,Hex H7,Wyrd Majick Fyre,5%
1148,140,Saucy Falcon,Hex I8,Harpies,0%
1149,40,Red Swan,Hex O14,Reef,40%
1150,177,Black Swan,Hex Q14,Harpies,20%
1151,27,Black Heart,Hex I15,Reef,40%
1151,27,Black Heart,Hex M15,Harpies,0%
1152,18,Gray Swan,Hex O4,Sharks,7%
1152,18,Gray Swan,Hex N4,Merfolk,0%
1152,18,Gray Swan,Hex M4,Reef,4%
1152,18,Gray Swan,Hex K3,Reef,4%
1153,174,White Pearl,Hex P8,Pirates,30%
1153,174,White Pearl,Hex P9,Reef,14%
1153,174,White Pearl,Hex Q14,Harpies,0%
1154,187,Silver Bottom,Hex L6,Kraken,0%
1155,139,Orange Pearl,Hex H0,Harpies,10%
1156,82,Green Tortoise,Hex L6,Pirates,0%
1156,82,Green Tortoise,Hex L6,Sharks,4%
1157,63,Red Duck,Hex J4,Pirates,0%
1158,1,Purple Pearl,Hex L13,Sharks,0%
1158,1,Purple Pearl,Hex K13,Harpies,0%
1158,1,Purple Pearl,Hex K13,Kraken,20%
1158,1,Purple Pearl,Hex K13,Storm,0%
1159,104,White Bottom,Hex N15,Sharks,4%
1159,104,White Bottom,Hex M13,Sharks,7%
1159,104,White Bottom,Hex N14,Pirates,0%
1160,160,Golden Bottom,Hex I9,Wyrd Majick Fyre,17%
1160,160,Golden Bottom,Hex H12,Sharks,0%
1162,196,Golden Duck,Hex H13,Harpies,10%
1162,196,Golden Duck,Hex J14,Harpies,10%
1162,196,Golden Duck,Hex J15,Sharks,4%
1162,196,Golden Duck,Hex K15,Harpies,4%
1162,196,Golden Duck,Hex N15,Harpies,10%
1163,178,Green Pearl,Hex J14,Harpies,0%
1164,5,Green Falcon,Hex M4,Reef,7%
1164,5,Green Falcon,Hex K3,Reef,4%
1164,5,Green Falcon,Hex K3,Iceberg,14%
1165,155,Silver Hind,Hex O4,Kraken,45%
1166,191,Black Bottom,Hex O5,Sharks,4%
1166,191,Black Bottom,Hex M5,Iceberg,14%
1166,191,Black Bottom,Hex M5,Merfolk,27%
1166,191,Black Bottom,Hex L5,Merfolk,0%
1166,191,Black Bottom,Hex K4,Sharks,0%
1167,105,Purple Bottom,Hex Q7,Pirates,57%
1167,105,Purple Bottom,Hex Q8,Reef,10%
1167,105,Purple Bottom,Hex Q9,Pirates,10%
1167,105,Purple Bottom,Hex R9,Harpies,0%
1167,105,Purple Bottom,Hex R9,Storm,0%
1167,105,Purple Bottom,Hex Q7,Dragon,10%
1169,185,Orange Diamond,Hex J4,Sharks,7%
1169,185,Orange Diamond,Hex K4,Storm,0%
1171,114,Rusty Falcon,Hex Q12,Sharks,7%
1172,165,Bloody Duck,Hex H13,Sharks,0%
1173,188,Saucy Bottom,Hex P13,Reef,4%
1173,188,Saucy Bottom,Hex P10,Pirates,14%
1173,188,Saucy Bottom,Hex P9,Reef,4%
1173,188,Saucy Bottom,Hex P8,Reef,14%
1175,197,Rusty Duck,Hex K15,Reef,17%
1175,197,Rusty Duck,Hex K15,Sharks,10%
1176,173,Scurvy Duck,Hex I14,Reef,10%
1178,46,Bloody Diamond,Hex P6,Harpies,7%
1178,46,Bloody Diamond,Hex N6,Iceberg,4%
1178,46,Bloody Diamond,Hex K5,Sharks,0%
1178,46,Bloody Diamond,Hex K4,Harpies,14%
1178,46,Bloody Diamond,Hex J3,Sharks,0%
1178,46,Bloody Diamond,Hex J3,Storm,17%
1179,199,Golden Pearl,Hex I4,Sharks,5%
1180,141,Black Diamond,Hex M6,Sharks,0%
1180,141,Black Diamond,Hex N6,Iceberg,20%
1182,51,Golden Goose,Hex K9,Storm,5%
1182,51,Golden Goose,Hex K6,Merfolk,0%
1182,51,Golden Goose,Hex J5,Sharks,0%
1183,201,Rusty Tortoise,Hex H12,Harpies,0%
1183,201,Rusty Tortoise,Hex K12,Kraken,0%
1183,201,Rusty Tortoise,Hex J12,Kraken,0%
1184,146,Gray Bottom,Hex P7,Harpies,0%
1184,146,Gray Bottom,Hex P9,Reef,17%
1184,146,Gray Bottom,Hex P10,Pirates,17%
1184,146,Gray Bottom,Hex Q14,Storm,17%
1188,164,Saucy Pearl,Hex H1,Harpies,10%
1189,126,Silver Diamond,Hex J5,Harpies,0%
1189,126,Silver Diamond,Hex J5,Sharks,0%
1189,126,Silver Diamond,Hex K5,Merfolk,0%
1189,126,Silver Diamond,Hex L6,Merfolk,0%
1189,126,Silver Diamond,Hex M6,Kraken,0%
1189,126,Silver Diamond,Hex M6,Dragon,0%
1189,126,Silver Diamond,Hex N6,Sharks,0%
1190,198,Saucy Duck,Hex Q10,Storm,20%
1190,198,Saucy Duck,Hex Q9,Storm,0%
1191,84,Silver Swan,Hex G9,Kraken,27%
1191,84,Silver Swan,Hex H10,Sharks,4%
1191,84,Silver Swan,Hex H11,Harpies,0%
1191,84,Silver Swan,Hex H12,Sharks,10%
1192,172,Mopey Pearl,Hex J14,Harpies,4%
1192,172,Mopey Pearl,Hex K14,Sharks,4%
1192,172,Mopey Pearl,Hex L15,Harpies,7%
1192,172,Mopey Pearl,Hex L15,Reef,60%
1192,172,Mopey Pearl,Hex L15,Storm,10%
1192,172,Mopey Pearl,Hex M15,Harpies,4%
1193,140,Saucy Falcon,Hex G11,Storm,30%
1193,140,Saucy Falcon,Hex H8,Harpies,0%
1193,140,Saucy Falcon,Hex H10,Kraken,15%
1194,186,Green Goose,Hex H11,Pirates,45%
1195,77,Bloody Goose,Hex N4,Harpies,0%
1195,77,Bloody Goose,Hex L4,Iceberg,30%
1198,150,White Hind,Hex R3,Iceberg,10%
1198,150,White Hind,Hex S2,Sharks,10%
1198,150,White Hind,Hex R4,Pirates,25%
1199,23,Silver Duck,Hex J4,Sharks,4%
1199,23,Silver Duck,Hex I5,Merfolk,40%
1199,23,Silver Duck,Hex J6,Merfolk,20%
1199,23,Silver Duck,Hex I7,Harpies,10%
1199,23,Silver Duck,Hex I8,Wyrd Majick Fyre,14%
1201,167,Purple Hind,Hex Q8,Storm,10%
1202,184,Orange Bottom,Hex L13,Kraken,0%
1202,184,Orange Bottom,Hex H13,Pirates,30%
1204,53,Red Bottom,Hex I11,Dragon,70%
1204,53,Red Bottom,Hex L9,Reef,7%
1204,53,Red Bottom,Hex P7,Harpies,14%
1205,30,Gray Goose,Hex G12,Storm,0%
1205,30,Gray Goose,Hex H10,Storm,0%
1205,30,Gray Goose,Hex G9,Harpies,0%
1205,30,Gray Goose,Hex H5,Iceberg,5%
1205,30,Gray Goose,Hex H5,Storm,0%
1205,30,Gray Goose,Hex I4,Sharks,0%
1207,189,Rusty Bottom,Hex H12,Harpies,0%
1207,189,Rusty Bottom,Hex H12,Storm,5%
1207,189,Rusty Bottom,Hex I11,Kraken,60%
1207,189,Rusty Bottom,Hex J10,Storm,0%
1208,193,Golden Diamond,Hex N7,Reef,74%
1209,134,Golden Tortoise,Hex R4,Pirates,35%
1209,134,Golden Tortoise,Hex S3,Kraken,30%
1210,82,Green Tortoise,Hex P7,Harpies,0%
1210,82,Green Tortoise,Hex Q8,Reef,20%
1210,82,Green Tortoise,Hex P13,Reef,7%
1212,145,Red Diamond,Hex N8,Pirates,30%
1212,145,Red Diamond,Hex O10,Dragon,24%
1212,145,Red Diamond,Hex O10,Storm,10%
1212,145,Red Diamond,Hex P13,Sharks,4%
1213,122,Orange Tortoise,Hex J4,Sharks,10%
1213,122,Orange Tortoise,Hex J5,Merfolk,25%
1213,122,Orange Tortoise,Hex K6,Storm,20%
1214,104,White Bottom,Hex Q9,Reef,44%
1214,104,White Bottom,Hex Q8,Reef,4%
1215,121,Gray Pearl,Hex Q7,Storm,25%
1216,1,Purple Pearl,Hex G11,Harpies,0%
1216,1,Purple Pearl,Hex G11,Sharks,7%
1216,1,Purple Pearl,Hex G10,Storm,4%
1216,1,Purple Pearl,Hex F9,Kraken,7%
1216,1,Purple Pearl,Hex G8,Pirates,24%
1216,1,Purple Pearl,Hex G8,Kraken,27%
1216,1,Purple Pearl,Hex G8,Storm,7%
1216,1,Purple Pearl,Hex G7,Kraken,0%
1216,1,Purple Pearl,Hex H6,Dragon,20%
1216,1,Purple Pearl,Hex I4,Sharks,0%
1217,205,Scurvy Diamond,Hex Q7,Harpies,0%
1217,205,Scurvy Diamond,Hex Q8,Pirates,0%
1217,205,Scurvy Diamond,Hex Q8,Reef,5%
1217,205,Scurvy Diamond,Hex Q9,Reef,5%
1217,205,Scurvy Diamond,Hex Q10,Storm,0%
1218,100,Purple Goose,Hex K4,Pirates,0%
1218,100,Purple Goose,Hex M6,Pirates,10%
1218,100,Purple Goose,Hex M6,Kraken,45%
1218,100,Purple Goose,Hex N6,Sharks,5%
1220,99,White Duck,Hex H1,Harpies,0%
1221,194,Black Duck,Hex I8,Wyrd Majick Fyre,24%
1222,197,Rusty Duck,Hex O15,Sharks,4%
1222,197,Rusty Duck,Hex L13,Kraken,20%
1223,112,Golden Heart,Hex S16,Kraken,45%
1224,60,Green Hind,Hex M15,Harpies,0%
1224,60,Green Hind,Hex M14,Storm,10%
1224,60,Green Hind,Hex J13,Sharks,0%
1224,60,Green Hind,Hex H13,Pirates,17%
1225,196,Golden Duck,Hex O15,Pirates,24%
1225,196,Golden Duck,Hex O14,Harpies,10%
1225,196,Golden Duck,Hex O14,Reef,14%
1225,196,Golden Duck,Hex O14,Pirates,20%
1227,160,Golden Bottom,Hex H12,Sharks,7%
1227,160,Golden Bottom,Hex G11,Pirates,0%
1227,160,Golden Bottom,Hex G8,Pirates,20%
1227,160,Golden Bottom,Hex G8,Sharks,4%
1227,160,Golden Bottom,Hex H6,Harpies,0%
1227,160,Golden Bottom,Hex H6,Kraken,10%
1227,160,Golden Bottom,Hex H6,Sharks,0%
1227,160,Golden Bottom,Hex H5,Merfolk,0%
1227,160,Golden Bottom,Hex H5,Sharks,0%
1228,114,Rusty Falcon,Hex P7,Harpies,4%
1228,114,Rusty Falcon,Hex Q8,Sharks,4%
1228,114,Rusty Falcon,Hex Q8,Storm,14%
1228,114,Rusty Falcon,Hex R10,Harpies,7%
1228,114,Rusty Falcon,Hex R12,Harpies,4%
1228,114,Rusty Falcon,Hex Q14,Harpies,0%
1229,105,Purple Bottom,Hex R5,Sharks,4%
1229,105,Purple Bottom,Hex S7,Harpies,0%
1231,63,Red Duck,Hex I4,Storm,20%
1231,63,Red Duck,Hex H6,Kraken,14%
1231,63,Red Duck,Hex H6,Sharks,0%
1231,63,Red Duck,Hex G7,Storm,17%
1232,206,Mopey Tortoise,Hex Q14,Storm,25%
1232,206,Mopey Tortoise,Hex Q12,Storm,20%
1232,206,Mopey Tortoise,Hex Q11,Harpies,0%
1232,206,Mopey Tortoise,Hex R12,Kraken,0%
1233,8,Silver Tortoise,Hex R11,Storm,15%
1234,40,Red Swan,Hex S13,Harpies,0%
1234,40,Red Swan,Hex R13,Pirates,70%
1235,178,Green Pearl,Hex H13,Storm,14%
1235,178,Green Pearl,Hex I13,Sharks,0%
1235,178,Green Pearl,Hex N15,Sharks,0%
1235,178,Green Pearl,Hex O15,Storm,14%
1238,126,Silver Diamond,Hex N4,Harpies,7%
1238,126,Silver Diamond,Hex M4,Sharks,7%
1238,126,Silver Diamond,Hex M4,Dragon,0%
1238,126,Silver Diamond,Hex M4,Storm,7%
1238,126,Silver Diamond,Hex J3,Sharks,4%
1239,203,Gray Tortoise,Hex I6,Harpies,14%
1239,203,Gray Tortoise,Hex H11,Harpies,10%
1240,127,Gray Duck,Hex P11,Storm,14%
1240,127,Gray Duck,Hex P10,Reef,14%
1240,127,Gray Duck,Hex P9,Harpies,0%
1240,127,Gray Duck,Hex P8,Pirates,14%
1240,127,Gray Duck,Hex P8,Reef,10%
1240,127,Gray Duck,Hex P7,Pirates,0%
1245,123,White Tortoise,Hex P7,Harpies,5%
1247,125,Purple Duck,Hex P11,Dragon,40%
1248,150,White Hind,Hex Q8,Storm,20%
1249,115,Golden Falcon,Hex J4,Harpies,0%
1249,115,Golden Falcon,Hex K6,Pirates,0%
1249,115,Golden Falcon,Hex J5,Dragon,40%
1249,115,Golden Falcon,Hex J4,Pirates,0%
1250,41,Scurvy Tortoise,Hex J3,Sharks,0%
1250,41,Scurvy Tortoise,Hex M4,Harpies,7%
1250,41,Scurvy Tortoise,Hex M4,Sharks,0%
1250,41,Scurvy Tortoise,Hex N5,Harpies,7%
1251,44,Purple Swan,Hex L6,Sharks,10%
1252,174,White Pearl,Hex O14,Dragon,14%
1252,174,White Pearl,Hex O14,Storm,7%
1252,174,White Pearl,Hex N13,Storm,10%
1252,174,White Pearl,Hex N13,Reef,4%
1252,174,White Pearl,Hex O14,Reef,10%
1253,135,Silver Pearl,Hex Q14,Storm,0%
1253,135,Silver Pearl,Hex P13,Storm,0%
1253,135,Silver Pearl,Hex P13,Harpies,10%
1254,84,Silver Swan,Hex G12,Sharks,0%
1254,84,Silver Swan,Hex G11,Harpies,0%
1254,84,Silver Swan,Hex G10,Pirates,14%
1254,84,Silver Swan,Hex F9,Kraken,10%
1254,84,Silver Swan,Hex G8,Pirates,0%
1254,84,Silver Swan,Hex G8,Merfolk,0%
1254,84,Silver Swan,Hex G8,Sharks,7%
1254,84,Silver Swan,Hex G8,Storm,17%
1255,189,Rusty Bottom,Hex H10,Kraken,45%
1256,208,Gray Falcon,Hex G10,Sharks,4%
1256,208,Gray Falcon,Hex H8,Merfolk,34%
1256,208,Gray Falcon,Hex H8,Sharks,0%
1256,208,Gray Falcon,Hex H7,Merfolk,44%
1257,201,Rusty Tortoise,Hex F12,Storm,17%
1257,201,Rusty Tortoise,Hex E11,Harpies,0%
1257,201,Rusty Tortoise,Hex E11,Kraken,10%
1257,201,Rusty Tortoise,Hex E11,Wyrd Majick Fyre,4%
1257,201,Rusty Tortoise,Hex E10,Storm,0%
1257,201,Rusty Tortoise,Hex F10,Kraken,14%
1257,201,Rusty Tortoise,Hex F11,Pirates,37%
1259,198,Saucy Duck,Hex R3,Storm,15%
1259,198,Saucy Duck,Hex R4,Storm,20%
1262,146,Gray Bottom,Hex L13,Sharks,7%
1262,146,Gray Bottom,Hex J13,Kraken,7%
1262,146,Gray Bottom,Hex I13,Harpies,0%
1263,140,Saucy Falcon,Hex G12,Dragon,15%
1263,140,Saucy Falcon,Hex G8,Kraken,15%
1263,140,Saucy Falcon,Hex G7,Storm,15%
1264,121,Gray Pearl,Hex N6,Storm,0%
1265,193,Golden Diamond,Hex P6,Harpies,0%
1265,193,Golden Diamond,Hex N5,Storm,0%
1265,193,Golden Diamond,Hex L5,Pirates,30%
1266,204,Orange Heart,Hex K2,Iceberg,4%
1266,204,Orange Heart,Hex K2,Sharks,4%
1266,204,Orange Heart,Hex L1,Reef,7%
1266,204,Orange Heart,Hex J3,Pirates,0%
1267,139,Orange Pearl,Hex M4,Harpies,0%
1267,139,Orange Pearl,Hex M4,Reef,30%
1267,139,Orange Pearl,Hex M5,Pirates,55%
1269,180,Rusty Hind,Hex M11,Storm,0%
1270,171,Gray Heart,Hex P9,Storm,5%
1271,60,Green Hind,Hex F12,Harpies,0%
1271,60,Green Hind,Hex E11,Pirates,20%
1271,60,Green Hind,Hex D11,Pirates,0%
1272,197,Rusty Duck,Hex D13,Pirates,14%
1272,197,Rusty Duck,Hex C12,Harpies,4%
1272,197,Rusty Duck,Hex E12,Harpies,4%
1273,63,Red Duck,Hex J12,Kraken,14%
1273,63,Red Duck,Hex K12,Kraken,4%
1273,63,Red Duck,Hex K12,Sharks,4%
1273,63,Red Duck,Hex K11,Storm,0%
1273,63,Red Duck,Hex N7,Storm,14%
1273,63,Red Duck,Hex O6,Pirates,0%
1274,167,Purple Hind,Hex Q8,Reef,30%
1275,105,Purple Bottom,Hex O7,Reef,27%
1275,105,Purple Bottom,Hex O6,Sharks,4%
1275,105,Purple Bottom,Hex P6,Pirates,20%
1275,105,Purple Bottom,Hex P6,Storm,4%
1276,53,Red Bottom,Hex P11,Pirates,34%
1276,53,Red Bottom,Hex P12,Harpies,14%
1276,53,Red Bottom,Hex P13,Harpies,4%
1277,191,Black Bottom,Hex I6,Sharks,0%
1277,191,Black Bottom,Hex H8,Merfolk,0%
1277,191,Black Bottom,Hex G9,Sharks,7%
1277,191,Black Bottom,Hex G9,Sharks,10%
1277,191,Black Bottom,Hex H10,Pirates,0%
1277,191,Black Bottom,Hex H10,Kraken,7%
1277,191,Black Bottom,Hex H10,Merfolk,0%
1277,191,Black Bottom,Hex H10,Sharks,0%
1277,191,Black Bottom,Hex H10,Dragon,7%
1277,191,Black Bottom,Hex H11,Pirates,0%
1277,191,Black Bottom,Hex H11,Sharks,0%
1277,191,Black Bottom,Hex H12,Pirates,14%
1278,172,Mopey Pearl,Hex O14,Pirates,7%
1278,172,Mopey Pearl,Hex L13,Pirates,20%
1278,172,Mopey Pearl,Hex J13,Sharks,0%
1278,172,Mopey Pearl,Hex J13,Dragon,4%
1280,145,Red Diamond,Hex L6,Kraken,14%
1281,194,Black Duck,Hex I13,Pirates,0%
1282,202,Red Pearl,Hex J12,Pirates,30%
1283,104,White Bottom,Hex N7,Harpies,7%
1283,104,White Bottom,Hex N7,Storm,0%
1283,104,White Bottom,Hex L8,Pirates,0%
1283,104,White Bottom,Hex J10,Merfolk,0%
1283,104,White Bottom,Hex I10,Harpies,0%
1283,104,White Bottom,Hex I10,Sharks,7%
1283,104,White Bottom,Hex H11,Merfolk,0%
1284,105,Purple Bottom,Hex Q9,Reef,4%
1284,105,Purple Bottom,Hex R9,Storm,0%
1284,105,Purple Bottom,Hex Q8,Reef,10%
1285,207,Bloody Hind,Hex I5,Pirates,20%
1285,207,Bloody Hind,Hex K9,Harpies,0%
1285,207,Bloody Hind,Hex L10,Reef,5%
1286,200,Green Swan,Hex H4,Storm,0%
1287,185,Orange Diamond,Hex L4,Sharks,0%
1287,185,Orange Diamond,Hex M4,Reef,14%
1287,185,Orange Diamond,Hex L4,Pirates,0%
1287,185,Orange Diamond,Hex K4,Pirates,0%
1288,18,Gray Swan,Hex J5,Pirates,14%
1288,18,Gray Swan,Hex J5,Harpies,0%
1288,18,Gray Swan,Hex K6,Storm,0%
1288,18,Gray Swan,Hex L6,Kraken,20%
1288,18,Gray Swan,Hex L6,Sharks,0%
1288,18,Gray Swan,Hex M6,Storm,10%
1288,18,Gray Swan,Hex N6,Sharks,0%
1288,18,Gray Swan,Hex P6,Pirates,30%
1290,184,Orange Bottom,Hex F12,Pirates,50%
1290,184,Orange Bottom,Hex D12,Pirates,27%
1290,184,Orange Bottom,Hex D13,Pirates,20%
1291,186,Green Goose,Hex H11,Sharks,5%
1292,177,Black Swan,Hex P9,Harpies,20%
1292,177,Black Swan,Hex Q10,Storm,0%
1292,177,Black Swan,Hex Q12,Sharks,0%
1293,100,Purple Goose,Hex P5,Pirates,0%
1293,100,Purple Goose,Hex K3,Storm,35%
1293,100,Purple Goose,Hex J3,Wyrd Majick Fyre,0%
1295,161,White Diamond,Hex J4,Pirates,34%
1295,161,White Diamond,Hex I6,Pirates,0%
1295,161,White Diamond,Hex I6,Sharks,4%
1295,161,White Diamond,Hex I7,Harpies,7%
1295,161,White Diamond,Hex I8,Reef,4%
1295,161,White Diamond,Hex H11,Pirates,14%
1297,205,Scurvy Diamond,Hex L13,Kraken,40%
1297,205,Scurvy Diamond,Hex H13,Pirates,0%
1299,23,Silver Duck,Hex L9,Reef,20%
1300,201,Rusty Tortoise,Hex H11,Harpies,0%
1300,201,Rusty Tortoise,Hex H10,Pirates,0%
1300,201,Rusty Tortoise,Hex H10,Dragon,10%
1301,134,Golden Tortoise,Hex M7,Harpies,0%
1301,134,Golden Tortoise,Hex M7,Storm,20%
1301,134,Golden Tortoise,Hex N6,Storm,10%
1302,30,Gray Goose,Hex K8,Pirates,30%
1302,30,Gray Goose,Hex L11,Reef,20%
1303,160,Golden Bottom,Hex H1,Reef,4%
1303,160,Golden Bottom,Hex F1,Iceberg,7%
1303,160,Golden Bottom,Hex E1,Kraken,27%
1303,160,Golden Bottom,Hex G2,Pirates,14%
1303,160,Golden Bottom,Hex G2,Reef,7%
1303,160,Golden Bottom,Hex G2,Sharks,0%
1304,126,Silver Diamond,Hex H4,Reef,7%
1304,126,Silver Diamond,Hex H4,Storm,7%
1304,126,Silver Diamond,Hex G4,Sharks,0%
1304,126,Silver Diamond,Hex G4,Sharks,0%
1304,126,Silver Diamond,Hex I4,Dragon,14%
1306,27,Black Heart,Hex N10,Reef,5%
1308,127,Gray Duck,Hex P5,Pirates,30%
1308,127,Gray Duck,Hex Q3,Sharks,0%
1308,127,Gray Duck,Hex Q2,Wyrd Majick Fyre,4%
1308,127,Gray Duck,Hex P1,Wyrd Majick Fyre,4%
1309,41,Scurvy Tortoise,Hex Q7,Harpies,0%
1309,41,Scurvy Tortoise,Hex Q9,Reef,20%
1309,41,Scurvy Tortoise,Hex R12,Sharks,0%
1310,46,Bloody Diamond,Hex L4,Reef,4%
1311,114,Rusty Falcon,Hex P13,Storm,4%
1311,114,Rusty Falcon,Hex Q12,Sharks,0%
1311,114,Rusty Falcon,Hex P12,Sharks,0%
1312,206,Mopey Tortoise,Hex O15,Pirates,20%
1313,196,Golden Duck,Hex Q12,Pirates,0%
1315,121,Gray Pearl,Hex P5,Pirates,10%
1316,139,Orange Pearl,Hex N6,Sharks,0%
1316,139,Orange Pearl,Hex L5,Harpies,0%
1316,139,Orange Pearl,Hex L5,Storm,25%
1316,139,Orange Pearl,Hex J3,Sharks,0%
1317,42,Golden Swan,Hex O5,Harpies,15%
1317,42,Golden Swan,Hex N3,Storm,0%
1317,42,Golden Swan,Hex P4,Harpies,10%
1320,51,Golden Goose,Hex I5,Harpies,5%
1320,51,Golden Goose,Hex I6,Storm,5%
1320,51,Golden Goose,Hex I10,Harpies,0%
1320,51,Golden Goose,Hex H11,Storm,15%
1321,155,Silver Hind,Hex I5,Sharks,0%
1321,155,Silver Hind,Hex I5,Storm,30%
1322,16,Mopey Diamond,Hex O11,Storm,15%
1323,135,Silver Pearl,Hex P9,Sharks,5%
1323,135,Silver Pearl,Hex P8,Storm,0%
1325,146,Gray Bottom,Hex I15,Reef,7%
1325,146,Gray Bottom,Hex K15,Sharks,0%
1325,146,Gray Bottom,Hex K15,Storm,40%
1325,146,Gray Bottom,Hex M15,Sharks,7%
1325,146,Gray Bottom,Hex O15,Sharks,10%
1326,172,Mopey Pearl,Hex H13,Pirates,27%
1326,172,Mopey Pearl,Hex J13,Kraken,0%
1326,172,Mopey Pearl,Hex K13,Kraken,0%
1326,172,Mopey Pearl,Hex N15,Storm,10%
1326,172,Mopey Pearl,Hex O15,Harpies,0%
1327,123,White Tortoise,Hex O3,Pirates,0%
1327,123,White Tortoise,Hex O3,Kraken,5%
1327,123,White Tortoise,Hex P5,Storm,20%
1329,99,White Duck,Hex M4,Reef,85%
1329,99,White Duck,Hex M4,Sharks,0%
1329,99,White Duck,Hex N5,Sharks,5%
1330,53,Red Bottom,Hex Q9,Dragon,34%
1330,53,Red Bottom,Hex Q8,Reef,10%
1331,195,White Heart,Hex H12,Storm,0%
1332,212,Black Goose,Hex I8,Reef,14%
1332,212,Black Goose,Hex H7,Sharks,10%
1333,104,White Bottom,Hex H13,Sharks,0%
1333,104,White Bottom,Hex I14,Harpies,0%
1333,104,White Bottom,Hex J14,Storm,0%
1334,18,Gray Swan,Hex N8,Sharks,7%
1334,18,Gray Swan,Hex M8,Pirates,7%
1334,18,Gray Swan,Hex L9,Sharks,0%
1334,18,Gray Swan,Hex K9,Merfolk,0%
1334,18,Gray Swan,Hex K10,Merfolk,4%
1334,18,Gray Swan,Hex I10,Storm,0%
1334,18,Gray Swan,Hex H11,Harpies,0%
1334,18,Gray Swan,Hex H12,Pirates,44%
1335,63,Red Duck,Hex N5,Sharks,0%
1335,63,Red Duck,Hex M4,Sharks,0%
1335,63,Red Duck,Hex K3,Harpies,7%
1336,214,Golden Hind,Hex P5,Pirates,0%
1336,214,Golden Hind,Hex R2,Reef,7%
1336,214,Golden Hind,Hex R1,Reef,4%
1336,214,Golden Hind,Hex R4,Pirates,0%
1336,214,Golden Hind,Hex Q5,Harpies,14%
1338,208,Gray Falcon,Hex H10,Sharks,0%
1338,208,Gray Falcon,Hex H11,Pirates,14%
1339,84,Silver Swan,Hex I4,Harpies,0%
1339,84,Silver Swan,Hex H6,Kraken,14%
1339,84,Silver Swan,Hex H12,Dragon,0%
1340,174,White Pearl,Hex K13,Kraken,7%
1341,167,Purple Hind,Hex Q11,Kraken,15%
1341,167,Purple Hind,Hex Q10,Pirates,0%
1341,167,Purple Hind,Hex Q10,Harpies,5%
1341,167,Purple Hind,Hex Q9,Storm,0%
1342,40,Red Swan,Hex R13,Storm,0%
1343,197,Rusty Duck,Hex H9,Harpies,0%
1343,197,Rusty Duck,Hex I8,Pirates,40%
1344,201,Rusty Tortoise,Hex H11,Pirates,27%
1344,201,Rusty Tortoise,Hex H10,Kraken,10%
1344,201,Rusty Tortoise,Hex I7,Pirates,30%
1344,201,Rusty Tortoise,Hex I6,Sharks,7%
1344,201,Rusty Tortoise,Hex I5,Harpies,4%
1345,171,Gray Heart,Hex Q5,Storm,20%
1345,171,Gray Heart,Hex S3,Storm,30%
1345,171,Gray Heart,Hex Q5,Pirates,40%
1346,23,Silver Duck,Hex P8,Harpies,7%
1346,23,Silver Duck,Hex P8,Reef,4%
1346,23,Silver Duck,Hex P9,Reef,10%
1346,23,Silver Duck,Hex P9,Storm,47%
1347,194,Black Duck,Hex P4,Harpies,7%
1347,194,Black Duck,Hex O4,Kraken,14%
1347,194,Black Duck,Hex M4,Harpies,0%
1347,194,Black Duck,Hex J3,Storm,0%
1348,79,Scurvy Pearl,Hex G4,Harpies,10%
1348,79,Scurvy Pearl,Hex G4,Sharks,0%
1348,79,Scurvy Pearl,Hex I4,Harpies,10%
1350,41,Scurvy Tortoise,Hex L13,Kraken,27%
1350,41,Scurvy Tortoise,Hex J13,Sharks,4%
1352,180,Rusty Hind,Hex Q8,Reef,60%
1352,180,Rusty Hind,Hex Q7,Storm,5%
1353,112,Golden Heart,Hex P13,Sharks,15%
1354,205,Scurvy Diamond,Hex G9,Harpies,0%
1354,205,Scurvy Diamond,Hex G8,Kraken,15%
1355,184,Orange Bottom,Hex I13,Storm,4%
1355,184,Orange Bottom,Hex K16,Storm,0%
1355,184,Orange Bottom,Hex J14,Sharks,0%
1355,184,Orange Bottom,Hex I14,Reef,10%
1355,184,Orange Bottom,Hex H13,Pirates,27%
